filename	description
286.png	He is youth-aged white man.His hair is brown, and it’s curly.He has long bangs.He is grinning.He has no beard, and has angular face.He has wrinkles around eyes and smile lines but has no wrinkles on the forehead.He has double eyelids, thick eyebrows, and green eye color.He doesn’t wear glasses.His head direction is forward.He is a Western young man.He has eye wrinkles, smile lines and dimples.His skin color is bright and light red.He has medium ears.His face is oval.He has round wide forehead and short brown curly hair with bangs.He has brown straight eyebrows and double outer eyelids.He has slightly strabismus eyes and has gray pupils.He has a broad nose tip and high, medium length and medium size nose.Nostrils are not visible.He is smiling broadly and appears 8 ivory upper teeth.He has a big mouth and thin and deep red lips.He has an egg-shaped face, reddish white skin, and fine skin texture.He has curly hair in brown gifs.He smiles with his teeth slightly visible.He has dark, long eyebrows, double eyelids, long eyelashes and blue eyes.He didn't wear glasses.He has a big straight nose.He has dark pink lips.He has some beard marks around his chin.
287.png	She is youth-aged white woman.Her hair is light brown, and it's curly.She has long bangs.She is grinning.She has no beard, and has inverted triangle face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and green eye color.She doesn’t wear glasses.Her head direction is forward.She is a middle-aged Western woman.She has eye wrinkles and smile lines.Her skin color is bright and she has slight dark circles.She has big ears.Her face is round-shaped.She has round medium forehead and short dark blonde curly hair with bangs.She has light brown straight eyebrows and little left eyebrow tip.She has double outer eyelids and gray eyes.She has a medium width nose tip and medium height, short and small nose.Nostrils are a little visible.She is smiling broadly and appears 9 ivory upper teeth.She has a big mouth and medium thickness and light red lips.She has an oval face, white skin, and good skin texture.She has long, light brown winding hair.She smiles with her teeth showing.She has light eyebrows, double eyelids, short eyelashes and gray eyes.She has wrinkles around her eyes.She is wearing glasses, but some of them are erased.She has a straight nose.She has light pink lips.
288.png	She is aolescent-aged white woman.Her hair is blond, and it’s curly.She doesn’t have bangs.She is grinning.She has no beard, and has angular face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and green eye color.She doesn’t wear glasses.Her head direction is forward.She is a Western young woman.She has slightly dimples.Her skin color is bright and her makeup is light.Her ears are not visible.Her face is round-shaped.She has round medium forehead and long blonde curly hair.She parts her hair at the side.She has bright gold eyebrows.She has thin double outer eyelids.She has gray eyes and her eyes are short.She has a broad nose tip and low, short and medium size nose.Nostrils are a little visible.She is smiling broadly and appears 8 ivory upper teeth.She has a big mouth and medium thickness and light red lips.She has a round face, bright white skin, and good skin texture.She has bright blonde, winding long hair.She smiles with her teeth showing.She has long light eyebrows, double eyelids, long eyelashes and blue eyes.There are some wrinkles under her eyes.She didn't wear glasses.She has a straight nose.She has bright pink lips.
289.png	He is youth-aged white man.His hair is brown, and it's slightly curly.He doesn’t have bangs.He is grinning.He has little beard and mustache, and has long face.He has wrinkles around eyes and smile lines but has no wrinkles on the forehead.He has double eyelids, thick eyebrows, and green eye color.He doesn’t wear glasses.His head direction is forward.He is an oriental young man.He has a beard, eye wrinkles, smile lines and dimples next to his mouth.His skin color is neither bright nor dark.He has medium ears.His face is egg-shaped.He has round wide forehead and short black curly hair.He has dark, straight eyebrows and the tips are down.It has long dark double outer eyelids and gray eyes.He has a medium width nose tip and high, short and medium size nose.Nostrils are more than half visible.He is smiling slightly and appears 6 ivory upper teeth.He has a big mouth and thin and deep red lips.He has an elongated V-shaped face, bright beige skin, and good skin texture.He has short black hair.He smiles with his teeth slightly visible.He has thick, dark eyebrows, double eyelids, long eyelashes and gray eyes.He has wrinkles around his eyes.He has a big straight nose.He has light pink lips.He has a lot of beard marks around his mouth and chin.
290.png	She is middle-aged white woman.Her hair is brown, and it’s slightly curly.She doesn’t have bangs.She is smiling.She has no beard, and has angular face.She has wrinkles around eyes, smile lines and forehead.She has double eye lids, thin eyebrows, and brown eye color.She doesn’t wear glasses.Her head direction is toward the left.She is an oriental middle-aged woman.She has eye wrinkles, smile lines, and forehead wrinkles.Her skin color is a little dark, and her makeup is light.She is wearing earrings.She has medium ears.Her face is round-shaped.She has round medium forehead and short black curly hair.She parts her hair at the side.She has thin, dark black straight eyebrows.She has very dark double outer eyelids and dark brown eyes.She has a medium width nose tip and high, short and medium size nose.Nostrils are more than half visible.She is smiling slightly and teeth are not visible.She has a big mouth and medium thickness and deep red lips.She has an elongated V-shaped face, beige skin, and decent skin texture.She has brown bobbed hair.She has a light smile with her mouth closed.She has thin, dark eyebrows, double eyelids, long eyelashes and brown eyes.She has wrinkles around her eyes.She has a long straight nose.She has dark red lips.She wears jewelry-mounted earrings.
291.png	She is youth-aged white woman.Her hair is brown, and it’s slightly curly.She doesn't have bangs.She is grinning.She has no beard, and has long face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and yellow eye color.She doesn’t wear glasses.Her head direction is forward.She is a Western young woman.Her skin color is bright.She has thick makeup and some freckles.Her ears are not visible.Her face is egg-shaped.She has round medium forehead and long dark brown straight hair.She parts her hair at the side.She has thin, angular black eyebrows.She has double outer eyelids and her eyelashes are long and very thick.has brown eyes.She has a narrow nose tip and high, medium length and small nose.Nostrils are not visible.She is smiling slightly and appears 4 white upper teeth.She has a small mouth and thick and deep red lips.She has an oval face, bright beige skin, and good skin texture.She has long brown hair with her bangs pulled to the side by side.She smiles with her teeth slightly visible.She has dark, long eyebrows, double eyelids, long eyelashes and brown eyes.She didn't wear glasses.She has a straight nose.She has dark pink lips.
292.png	She is youth-aged white woman.Her hair is black, and it's straight.She doesn't have bangs.She is grinning.She has no beard, and has angular face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and black eye color.She doesn’t wear glasses.Her head direction is forward.She is an oriental young woman.She has eye wrinkles, smile lines, and dimples at the bottom of her cheeks.Her skin color is bright and she is wearing a hat.Her ears are not visible.Her face is round-shaped.Her forehead is not visible.She has long dark brown straight hair.She has black round eyebrows.She has double outer eyelids, and black pupils.She has a medium width nose tip and medium height, short and medium size nose.Nostrils are not visible.She is smiling broadly and appears 12 white upper and lower teeth.She has a big mouth and medium thickness and light red lips.She has a round face, reddish white skin, and not bad skin texture.She has brown bobbed hair.She is wearing a fur hat on her head.She smiles with white teeth.She has thin, long eyebrows, double eyelids, and dark blue eyes.She has wrinkles around her eyes.She didn't wear glasses.She has a round nose that stretches straight.She has light pink lips.
293.png	She is youth-aged white woman.Her hair is light brown, and it's straight.She doesn’t have bangs.She is grinning.She has no beard, and angular face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and yellow eye color.She doesn’t wear glasses.Her head direction is forward.She is an oriental young woman.She has a dimple next to her mouth.Her skin color is neither bright nor dark.She is wearing makeup and earrings.She has medium ears.Her face is round-shaped.She has round wide forehead and long brown curly hair.She parts her hair at the side.She has long brown round eyebrows.She has double outer eyelids, thick eyelashes, and bright brown eyes.She has a narrow nose tip and high, long and medium size nose.Nostrils are a little visible.She is smiling broadly and appears 7 ivory upper teeth.She has a big mouth and medium thickness and deep red lips.She has a round V-shaped face, bright beige skin, and good skin texture.She has long brown hair.She smiles, slightly showing her white teeth.She has clear, long eyebrows, double eyelids, long eyelashes and bright brown eyes.She didn't wear glasses.She has a long straight nose.She has dark pink lips.
294.png	She is youth-aged white woman.Her hair is black, and it's straight.She has bangs.She is grinning.She has no beard, and angular face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and yellow eye color.She doesn’t wear glasses.Her head direction is forward.She is an oriental young woman.She has a dimple next to her mouth and smile lines.Her skin color is a little dark and her cheeks are red.She has a mole on her right cheek and is wearing earrings.She has big ears.Her face is heart-shaped.Her forehead is not visible.She has short black hair with bangs.She has thin, round black eyebrows and double outer eyelids.The eyes and eyebrows are far.She has brown eyes.She has a broad nose tip and high, medium length and medium size nose.Nostrils are a little visible.She is smiling broadly and appears 16 ivory upper and lower teeth.She has a big mouth and thin and deep red lips.She has a V-shaped round face, reddish bright yellowish brown skin, and not bad skin texture.She has brown shortcut hair.She smiles broadly with white teeth.She has dark, long eyebrows, double eyelids, long eyelashes and dark blue eyes.She didn't wear glasses.She has a sharp nose.She has dark pink lips.
295.png	He is youth-aged white man.His hair is light brown, and it’s curly.He doesn’t have bangs.He isn’t smiling.He has no beard, and round face.He has wrinkles around eyes, smile lines and forehead.He has double eyelids, and yellow eye color.He doesn’t wear glasses.His head direction is toward the left.She is an oriental middle-aged man.He has eye wrinkles and forehead wrinkles.His skin color is a little bright.He has dark circles and freckles.His ears are not visible.His face is round-shaped.He has round medium forehead and long dark brown curly hair.He has black straight eyebrows, double eyelids, and gray eyes.He has a narrow nose tip and high, medium length and medium size nose.Nostrils are a little visible.He is not smiling and appears 10 ivory upper and lower teeth.He has a small mouth and medium thickness and deep red lips.He has an oval face, pinkish white skin overall, and good skin texture.He has white-brown, winding, shaggy hair.He's talking to someone.He has light eyebrows, double eyelids, long eyelashes and gray eyes.He didn't wear glasses.He has a high and narrow nose.He has vivid pink lips.He doesn't have a beard.
296.png	He is youth-aged white man.His hair is light brown, and it's slightly curly.He doesn’t have bangs.He is grinning.He has little beard and mustache, and has angular face.He has wrinkles around eyes and smile lines but has no wrinkles on the forehead.He has double eyelids, thick eyebrows, and green eye color.He wear glasses.His head direction is forward.He is an oriental middle-aged man.He has a beard, eye wrinkles, and smile lines.His skin color is bright and he is wearing black rectangular glasses.He has medium ears.His face is round-shaped.He has square wide forehead and short dark brown curly hair.He has very few brows and has brown eyebrows.He has thin double outer eyelids and short eyes.He has a medium width nose tip and high, short and small nose.Nostrils are a little visible.He is smiling slightly and appears 6 ivory upper teeth.He has a medium size mouth and thin and light red lips.He has a V-shaped face, white skin, and decent skin texture.He has short brown hair.He shows his teeth slightly and smiles lightly.He has light eyebrows, double eyelids, long eyelashes and blue eyes.He has wrinkles around his eyes.He is wearing square glasses.He has a straight nose.He has light pink lips.He has a soft beard mark around his mouth and chin.
297.png	She is youth-aged white woman.Her hair is light brown, and it's curly.She doesn’t have bangs.She is grinning.She has no beard, and round face.She has wrinkles around eyes and smile lines but has no wrinkles on the forehead.She has double eyelids, thin eyebrows, and yellow eye color.She doesn’t wear glasses.Her head direction is forward.She is an oriental young woman.She has dimples next to her mouth and eye wrinkles.Her skin color is a little dark.She is wearing necklaces and earrings.She has big ears.Her face is round-shaped.She has round wide forehead and short dark blonde curly hair.She has thin, dark brown eyebrows.She has dark double outer eyelids and brown eyes.She has a medium width nose tip and medium height, long and big nose.Nostrils are not visible.She is smiling broadly and appears 8 yellow upper teeth.She has a big mouth and medium thickness and deep red lips.She has an oval face, dark light brown skin, and good skin texture.She has long, light brown curly hair.She smiles with her teeth showing.She has thin eyebrows, double eyelids, long eyelashes and brown eyes.She didn't wear glasses.She has a straight nose.She has light pink lips.She wears small earrings.
298.png	He is adolescent-aged Indian man.His hair is black, and it’s slightly curly.He doesn’t have bangs.He is grinning.He has no beard, and long face.He has wrinkles around eyes and smile lines but has no wrinkles on the forehead.He has double eyelids, thick eyebrows, and black eye color.He doesn’t wear glasses.His head direction is forward.He is an oriental child.His skin color is a little dark, and his freckles are slightly visible.It features eye wrinkles and dimples seen when he smiling.He has big ears.His face is egg-shaped.He has square wide forehead and short black hair.He has long, dark black straight eyebrows.He has dark double eyelids and black eyes.He has a medium width nose tip and medium height, long and medium size nose.Nostrils are not visible.He is smiling broadly and appears 8 ivory upper teeth.He has a big mouth and thin and light red lips.He has a V-shaped face, bright beige skin, and not bad skin texture.He has short black curly hair.He smiles with his teeth showing.He has dark eyebrows, double eyelids, long eyelashes and dark gray eyes.He has wrinkles around his eyes.He didn't wear glasses.He has a straight nose.He has light pink lips.
299.png	She is children-aged white woman.Her hair is light brown, and it’s slightly curly.She has long bangs.She is grinning.She has no beard, and round face.She has wrinkles around smile lines but has no wrinkles around eyes and forehead.She has double eyelids, thick eyebrows, and brown eye color.She doesn’t wear glasses.Her head direction is toward right.She is an oriental child.Her skin color is bright and transparent.Her ears are not visible.Her face is round-shaped.Her forehead is not visible.She has long brown straight hair with bangs.She has straight brown eyebrows.The distance between the eyebrows and the eyes is far.She has a thin, short double outer eyelids and a large brown pupil.She has a narrow nose tip and low, short and small nose.Nostrils are a little visible.She is smiling slightly and appears 6 white upper teeth.She has a small mouth and medium thickness and light red lips.She has a chubby round face, white skin, and soft skin.She has brown bobbed hair with neatly lowered bangs.She smiles slightly with her teeth showing.She has dark, short eyebrows and double eyelids.Her eyes are grayish brown.She didn't wear glasses.She has a wide, round nose.She has light pink lips.
300.png	He appears to be in his early 60s.He has thick rounded-low arch eyebrow with soft black color.He has black iris and small eyes.He has regular crease and short eyelashes.There’s a bit of eyebags.He has thin lips especially upper lip.His lip color is the almost same as his skin color.He has small refined bulb nose and oblong face.He has broad forehead and M-shaped forehead.He is smiling, showing his upper teeth through his open lips and dimples on his left cheek.He has many wrinkles on his forehead and eyes.He has blemishes in the middle of his forehead.He has short hair and a hairstyle that pulled his hair back.His hair is black, but he has a lot of gray hairs.He is clean shaved and wearing glasses.We can see the left face a little better and only the left ear.He is an oriental old man.He has eye wrinkles, forehead wrinkles, and smile lines.His skin color is a little dark, and he is wearing black angled glasses.He has small ears.His face is egg-shaped.He has M-shaped wide forehead and short black hair with gray hair.He has thick straight eyebrows.He has double outer eyelids and black eyes.His eyelashes are short.He has a medium width nose tip and high, short and medium size nose.Nostrils are not visible.He is smiling broadly and appears 8 yellow upper teeth.He has a medium size mouth and medium thickness and light red lips.A man is a middle-aged man.The eyebrows are thick and thick, and the eyes of the eyes wearing square frame glasses are black and have thick double eyelids.Clear wrinkles also occupy the forehead and under the eyes.The tip of the nose is thick, the top and bottom of the lips are thin, and the teeth are even.The ratio of white hair and black hair is the same, and the hair is pushed back.The chin is thin, but it is round because it has slight flesh on its cheeks.He has a slightly dark skin color.
301.png	She is in her mid-50s.She has very thin rounded-low arch eyebrow in light ash brown color.She has almond shaped and slightly hooded eyes.She has deep eyelid crease.She has regular eyelashes.She has blue-gray eyes.She has very thin lips and the color of her lips is almost same to the color of her skin.She has medium refined nose and oval shape face.She has broad forehead.She is smiling and shows her upper teeth through her open mouth.There are laugh lines, but they are deep.She also has slight wrinkles on her forehead and many wrinkles around and under her eyes.She has her hair tied and it’s curly.She has medium ash blonde hair, but most of them are gray hairs.There is an oblique angle, so you can see the left face better and only the left ear.She has pointed ear.She is an oriental middle-aged woman.She has eye wrinkles, smile lines, and some freckles.Her skin color is neither bright nor dark.She has medium ears.Her face is round-shaped.She has round wide forehead and short dark blond curly hair with gray hair.She has thin black eyebrows.She has dark double outer eyelids and gray eyes.her eyes are pitted.She has a narrow nose tip and high, medium length and medium size nose.Nostrils are more than half visible.She is smiling broadly and appears 8 ivory upper teeth.She has a medium size mouth and thin and light red lips.A woman is a middle-aged woman.The eyes have gray eyes and deep outline double eyelids.The bridge of the nose and nose are high and thick.There are no wrinkles on the forehead, but it has clear wrinkles on the tail of the eyes and under the eyes.The lips are light in color and the teeth are even.Women don't have bangs, and their hair is mainly blonde with white hair, and they have some curls.The face shape is similar to a hexagon and has a little chin fat.
302.png	She is in her early 40s.She has thin flat eyebrow which is short and medium golden mahogany brown color.She has close set eyes and tapered eyelid crease.She has small eyes and medium brown iris.She has thick eyebags.She has medium eyelashes.She has bow shaped lips.She has medium refined nose and oval shape face.She has warm sand skin and clean skin.Her skin is slightly reddish overall.She has slight wrinkles on her forehead and a slight covering of her forehead on her front head.She is smiling broadly, so you can see her upper teeth through her open lips and her lower teeth slightly.She has deep wrinkles around her eyes.She has long hair for a short hair.She has a slight curl.She has medium golden mahogany brown color and dark brown color hair.About half of her ears are covered by hair and she is wearing earrings.The left earring has a jade bead at the end of the golden string.She is an oriental middle-aged woman.She has eye wrinkles, smile lines, and slight wrinkles on her forehead.Her skin color is a little dark, and she is wearing earrings.She has medium ears.Her face is round-shaped.She has round medium forehead and short dark brown hair.She has thin, light brown straight eyebrows.She has long double outer eyelids and has brown eyes.She has a narrow nose tip and medium height, medium length and big nose.Nostrils are not visible.She is smiling broadly and appears 14 yellow upper and lower teeth.She has a big mouth and medium thickness and light red lips.She is a middle-aged woman.The eyebrows are short, thin, and have deep double eyelids and dark brown eyes.There are wrinkles at the end of the eyes and below the eyes.The tip of the nose is thick and the tip of the nose is small.The lips are thin and the teeth are even.A woman has short dark brown curls.The face shape is thin, but the cheeks are round because the flesh is attached.
303.png	She is in her early twenties.She put on makeup.She has thin rounded-high arch eyebrow with dark golden brown color.She has long eyelashes and light brown iris.She has prominent eye and bulged eyelid.She has high eyelid crease.She has tall refined nose.The tip of her nose is round.She has big and heavy lower lips with red color.She has some cheekbones.She is smiling broadly, so you can see her neat upper teeth well.She has oblong face and straight forehead.Her right forehead is covered by her hair.She has natural tan color skin.She has some freckles on her cheeks.She seems to have tied her hair down.She has a clear parting on the left.She has dark golden brown straight hair.She is an oriental young woman.She has eye wrinkles and smile lines.Her skin color is dark, freckles were visible, and she is wearing makeup.She has small ears.Her face is oval.She has round medium forehead and long dark brown hair.She has thin, dark, angular black eyebrows.She has big eyes and long eyelashes.She has double outer eyelids.She has a broad nose tip and medium height, long and big nose.Nostrils are not visible.She is smiling broadly and appears 10 white upper teeth.She has a big mouth and thick and deep red lips.She is an elementary and middle-aged woman.Eyes with deep outline have bright brown eyes.Eyebrows are thin and thick.The nose is long, the tip of the nose is thick, and the nostrils are invisible.The upper lip is thin, but the lower lip is slightly thick and has even teeth.Women have dark brown hair that is reddish, and hair without bangs comes down to their shoulders.The face is long and thin, and has red and yellowish skin colors.
304.png	He looks like a five-year-old.He has medium rounded-low arch eyebrow in dark beige blonde color.He has big black iris and long eyelashes.He has small eyes and parallel eyelid crease.He has regular lips and widely smiling.I can see all his teeth through his open lips.His teeth are like children's teeth.He has small refined nose and round shape face.His skin is clean and cool ivory colored.He has long hair for a short hair.The back of the head is down to half the neck, curly, and bushy.He has a slight parting on the right, with ash black hair based on the parting, and the overall hair is medium golden blonde color.His right ear is covered by his hair, and his left ear is sticking out.He is an oriental child.He has dimples next to his mouth.His skin color is neither bright nor dark.He has big ears.His face is round-shaped.He has square wide forehead and short dark blonde curly hair.He has light brown straight eyebrows.It has very dark double outer eyelids, thick eyelashes, and black pupils.He has a narrow nose tip and low, short and small nose.Nostrils are more than half visible.He is smiling broadly and appears 14 white upper and lower teeth.He has a medium size mouth and medium thickness and deep red lips.He is a little boy.The forehead stands out slightly, and long dark brown eyebrows and long eyelashes on the dark double eyelids of the outline.It has black eyes and thick prominent flesh under the eyes.The nose is small and thick overall.Purple lips and teeth are even.The hair is a little dark blonde with black roots.The face shape is round and thin.
305.png	She's in her mid-thirties.She put on eye makeup.She has medium soft angled-medium arch eyebrow in light ash brown color.She has gray iris and high eyelid crease.She has long eyelashes and big eyebags.She has thin lips and lip color similar to skin color.She is smiling with her neat upper teeth.She has dimples.She has medium refined nose and rectangle shape face.She has a big lower jaw.She has curved forehead and sand color skin.Her skin is clean.She has wrinkles around her eyes and under her eyes.She has very curly and long hair.She has dark beige blonde hair.The ears are covered by hair, so only the left ear is slightly visible.She is an oriental middle-aged woman.She has eye wrinkles and dimples next to her mouth.Her skin color is bright, freckles are slightly visible, and her makeup is light.Her ears are not visible.Her face is round-shaped.She has round medium forehead and long brown curly hair.She has well-grained brown eyebrows.She has double outer eyelids, long, dark eyelashes, and brown eyes.She has a broad nose tip and high, medium length and big nose.Nostrils are a little visible.She is smiling broadly and appears 10 ivory upper teeth.She has a big mouth and thin and deep red lips.She's middle-aged woman.Are many eyebrows in a circle of the hair and forehead lift going down and shape.A thick outline get double eye lid and rotten green and brown eyes and double eyelids, gently up in.The nose does blunt and tall.Have thin lips and teeth are straight.She has brown hair that has a curly perm as for your hair.A tile with a weight on his face jaws.
306.png	She is in her late 50s.She has light thin rounded-low arch eyebrow in medium golden brown color.She has medium brown iris and regular eyelashes.She has almond shape eyes and parallel crease.Her eyes are not deep at all.She has regular lips and small refined nose.She has curved forehead and oval shape face.She has natural skin color.Her skin is clean.She has wrinkles around her forehead and eyes.She's smiling showing her upper teeth.Her hair is bushy and curly.Her hair is medium golden brown color.She has shoulder-length hair with a parting in the middle.The hair covers the right forehead very slightly and the left ear is covered completely.She wore big copper color earrings.She wore glasses without frames.She is an oriental old woman.She has eye wrinkles, smile lines, and forehead wrinkles.Her skin color is a little dark, and her makeup is light.She is wearing earrings.Her ears are not visible.Her face is round-shaped.She has round medium forehead and long brown curly hair.She parts her hair in the middle.She has thin, soft round, straight eyebrows.She has a slightly drooping double outer eyelids close to her eyes.She has brown eyes.She has a narrow nose tip and low, medium length and medium size nose.Nostrils are more than half visible.She is smiling broadly and appears 8 yellow upper teeth.She has a medium size mouth and medium thickness and light red lips.A woman is a middle-aged woman.There are wrinkles on the forehead, eye corners, and under the eyes.The eyebrows are thin, dark brown, and thin.The double eyelids of the outline are thick and have brown eyes.The tip of the nose is round and blunt.The lips are light pink and the teeth are even.He has short hair that comes up to his dark brown curly shoulders.The chin is thin, but it has an inverted triangle shape with slight flesh on its cheeks.
307.png	She appears to be in her early 20s.She has thin soft angled-high arch eyebrow in black color.She has black iris and almond shaped eyes.She has tampered eyelid crease and very long eyelashes.She has eyebags.She has bow-shaped lips.She is smiling, so I can see her upper teeth.She has big front teeth.She has medium refined nose and oval shape face.There is a dot under the left eye.She has warm sand color skin.She had slightly bushy straight long hair.There is a part on the left.The ears are covered by hair, so only the left ear is slightly visible, and a very small silver earring is worn.She is an oriental young woman.She has smile lines and a mole under her right eye.Her skin color is a little bright.She is wearing makeup and earrings.Her ears are not visible.Her face is round-shaped.She has round medium forehead and long dark brown straight hair.She parts her hair at the side.She has very thin black eyebrows.She has double outer eyelids and her eyelashes are long and very thick.She has dark brown eyes that are close to black.She has a medium width nose tip and low, short and medium size nose.Nostrils are a little visible.She is smiling broadly and appears 8 ivory upper teeth.She has a big mouth and medium thickness and deep red lips.She is an elementary and middle-aged woman.The forehead is narrower than the face and the eyebrows are slightly raised.The double eyelids of the outline are short and have long eyelashes.The eyes are brown.The nose is small and towering as a whole.The lips are light pink and the teeth are even.The woman has dark brown hair close to black and curly hair close to straight hair.She has a bright skin color.
308.png	She is three years old.She has light thin rounded-low arch eyebrow in dark golden blonde color.She has big blue-gray iris and very round shaped eyes.She has no eyebags.She has parallel eyelid crease.She has think lips in red color, especially upper lip.Her lips are bit glossy.She has short and small soft nose and square face.She has a short chin.Her skin is so clean and sand color.She has very curly hair with a parting on the left.She has dark golden blonde color long hair.Baby hairs slightly cover her forehead.The ears are covered by hair, so only the left ear is slightly visible.Her cheeks are red.She is an oriental child.Her skin color is neither bright nor dark.She has medium ears.Her face is square-shaped.She has square wide forehead and long brown curly hair.She has very light, sparse brown eyebrows.She has light double outer eyelids and has large gray pupils.She has a narrow nose tip and low, short and small nose.Nostrils are more than half visible.She is smiling slightly and teeth are not visible.She has a small mouth and thin and deep red lips.She's a little girl.My hair is brown and curly as if I had a perm.The forehead is wide and has small eyebrows.Outline double eyelids are the same length as eyes.It has greenish gray eyes.The nose is small and you can see the nostrils slightly.The lips are pinkish and thin.His cheeks are plump and round with fat on them.
309.png	She's in her mid-thirties.She has thin flat eyebrow in dark brown color.She has light brown iris with blue spots.She has wide set eyes and high eyelid crease.She has slight line beneath her eyes.She has downward-turned lips in red.She is smiling, so you can see her straight upper teeth through her open mouth.She has big front teeth.She has a short and all-refined nose.She has a large lower jaw.She has oblong shape face and curved forehead.She has ivory skin.She has dark brown bushy long hair.Her hair is slightly curly, and is slighylu covering the side of her forehead.You can only see the ends of the ears because they are covered by hair.She wore glasses with very thin frames.She is an oriental middle-aged woman.She has eye wrinkles, smile lines, and freckles.Her skin color is bright.She is wearing earrings and round glasses.She has medium ears.Her face is egg-shaped.She has round medium forehead and long dark brown curly hair.She has dark brown eyebrows with thin tips.She has double outer eyelids and her eyes are slightly strabismus.She has brown-gray eyes.She has a narrow nose tip and medium height, short and medium size nose.Nostrils are a little visible.She is smiling broadly and appears 14 ivory upper and lower teeth.She has a big mouth and thin and deep red lips.A woman is a middle-aged woman.The length of the forehead is wide and has small eyebrows.Eyes with thin-frame glasses show outline double eyelids and wrinkles.The eyes are gray and brown.The tip of the nose is small and the tip of the nose is blunt.The upper lip is thin and the teeth are even.The woman has dark brown hair and messy hair as if she just woke up.The chin is thin, but the cheeks look round because they have flesh.
310.png	She is in her early 40s.She put on eye makeup.She has very thin rounded-medium arch eyebrow in light ash brown color.She has gray-green iris and deep eyelid crease.She has thick and long eyelashes and has slightly hooded eyes.She has regular lips and medium refined nose.She has rectangle face and cool sand color skin.Her skin is clean.She has wrinkles around her eyes and between her eyebrows.Her hair reaches her shoulder and has long bangs.It's a little bushy.The bangs are split around the center and cover the forehead.She has medium natural blonde hair.There is an oblique angle, so the right face is more visible.The ears are covered by hair and only the right earlobes are visible.She wore silver earrings on her right ear.She is a middle-aged Western woman.She has eye wrinkles, forehead wrinkles, dark circles, and freckles.Her skin color is neither bright nor dark.She is wearing makeup and earrings.Her ears are not visible.Her face is round-shaped.Her forehead is not visible.She has short dark blonde curly hair with bangs.She has thin, round black straight eyebrows.She has dark double outer eyelids that go down and her eyelashes are thick.She has gray eyes.She has a narrow nose tip and high, medium length and medium size nose.Nostrils are more than half visible.She is not smiling and teeth are not visible.She has a medium size mouth and medium thickness and deep red lips.She is a middle-aged woman.It has deep outline double eyelids and grayish brown eyes.Brown eyebrows are thin and raised.It has a blunt nose with a slight view of the nostrils.The pale pinkish lip line is gently raised.It has yellowish brown hair and short hair.The bangs are split left and right.The cheeks connected to the chin are in the form of a round face.
311.png	She is in her late thirties.She has a distance between her eyebrows.She has thin rounded-low arch eyebrow in light ash brown color.She has gray iris and regular eyelid crease.She has regular eyelashes and eyebags.She has thin lips with nude red color.She has short medium refined nose.She is smiling with her upper teeth showing.She has oblong face and straight forehead.Her skin is clean and ivory color.There are wrinkles around the forehead and eyes.She has long hair for a short hair.Her hair color is mixed with medium ash blonde and light ash brown color.Her hair is curly and has a parting on the right.The left forehead is slightly covered by the hair.You can only see the left ear.She is an oriental middle-aged woman.She has eye wrinkles, smile lines, and light dark circles.Her skin color is a little bright.She is wearing makeup and earrings.She has medium ears.Her face is round-shaped.She has square medium forehead and short brown curly hair.She has angled brown eyebrows.She has double outer eyelids close to her eyes and gray eyes.She has a medium width nose tip and medium height, short and medium size nose.Nostrils are a little visible.She is smiling broadly and appears 10 ivory upper teeth.She has a medium size mouth and thin and deep red lips.She is a middle-aged woman.It has deep outline double eyelids, and its eyes are brown and gray mixed.The wide forehead has very light wrinkles and brown eyebrows are raised.The tip of the nose is blunt and the tip of the nose is thick.The upper lip is thin and teeth are visible when smiling.It is brown with short curly hair and white skin.The face shape is round because there is fat on the chin and cheeks.
